,emdd,fosslim,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,scenario_pop_gdp,scenario_sigma,t2xco2_dist,t2xco2_index
8048,0.0743099480477388,6885.241990146549,0.0,2.0,1.0,4.0,2.0,2.0,193.0
8050,0.5860331716819278,7330.930271645727,1.0,2.0,0.0,0.0,2.0,0.0,994.0
8054,0.5001225345889956,4122.428452214832,1.0,1.0,0.0,0.0,2.0,2.0,398.0
8057,0.0279714351006086,4424.104157615121,0.0,2.0,0.0,0.0,2.0,1.0,393.0
8061,0.0314974259168495,12857.474387402446,1.0,0.0,0.0,5.0,1.0,1.0,476.0
8080,0.2034678387426635,8596.200936754642,1.0,1.0,1.0,1.0,0.0,1.0,315.0
8086,0.4354568491645412,5441.365173568464,0.0,0.0,0.0,3.0,1.0,2.0,934.0
8094,0.3995178588368855,10232.52119770426,1.0,2.0,0.0,2.0,2.0,0.0,657.0
8096,0.2839868920511134,12119.868308341953,0.0,0.0,0.0,1.0,1.0,2.0,252.0
8100,0.0022179679618432,8916.82064308137,1.0,0.0,0.0,4.0,1.0,2.0,502.0
8105,0.0999701174477202,6989.023488315628,1.0,0.0,0.0,1.0,1.0,1.0,634.0
8110,0.1543641697028693,8085.306554641907,0.0,1.0,0.0,1.0,2.0,2.0,764.0
8123,0.0817070315813297,13186.141763567552,0.0,0.0,1.0,1.0,2.0,2.0,738.0
8129,0.155195910139441,11834.658478449084,1.0,0.0,0.0,2.0,0.0,0.0,107.0
8141,0.5452380196637613,11385.817348058215,1.0,2.0,0.0,5.0,1.0,2.0,797.0
8164,0.5725198414571758,4017.634166740292,0.0,1.0,0.0,1.0,1.0,1.0,68.0
8165,0.4660658266362845,5156.419114929573,1.0,1.0,0.0,4.0,2.0,1.0,797.0
8168,0.2553467198681888,4422.642386090876,1.0,1.0,0.0,0.0,0.0,2.0,823.0
8177,0.0458513970026576,10747.029653402638,1.0,2.0,0.0,1.0,1.0,2.0,221.0
8191,0.3306439704463007,8161.567610462923,0.0,0.0,0.0,3.0,0.0,1.0,774.0
8204,0.0868565767740348,8084.566410106047,1.0,1.0,0.0,3.0,1.0,2.0,622.0
8207,0.4978988090286328,7487.99268299685,1.0,2.0,0.0,5.0,1.0,0.0,276.0
8211,0.0333087867773179,9364.06053754707,0.0,1.0,0.0,0.0,2.0,2.0,584.0
8213,0.2810847575406766,8539.091725269078,1.0,1.0,0.0,1.0,0.0,1.0,428.0
8222,0.0251395165742785,10332.096050154702,1.0,1.0,1.0,1.0,0.0,2.0,663.0
8229,0.4535504517060887,8959.741401093504,0.0,1.0,0.0,5.0,0.0,2.0,517.0
8233,0.1472968287777117,13011.929780414335,1.0,2.0,0.0,2.0,1.0,2.0,867.0
8239,0.2446346431701272,13284.569019823051,0.0,1.0,0.0,2.0,1.0,2.0,596.0
8247,0.3115739335634319,10061.606992690982,0.0,1.0,0.0,5.0,0.0,1.0,927.0
8255,0.2626029160867822,9446.652055199747,1.0,0.0,0.0,5.0,1.0,1.0,580.0
8256,0.0752942629477504,5625.72221244586,0.0,1.0,1.0,1.0,2.0,1.0,416.0
8263,0.1755154288239008,10342.545113656612,1.0,1.0,0.0,2.0,1.0,1.0,608.0
8283,0.5134014286846809,13238.359891733944,1.0,0.0,0.0,1.0,2.0,1.0,820.0
8289,0.516658755231001,6859.599189048131,1.0,0.0,0.0,4.0,0.0,0.0,331.0
8294,0.0042164810335194,6841.149841362133,1.0,2.0,0.0,4.0,2.0,2.0,780.0
8298,0.0282273818052203,7931.07915164641,0.0,2.0,0.0,5.0,2.0,0.0,536.0
8301,0.0464993378122377,13497.491846734229,0.0,0.0,0.0,5.0,2.0,0.0,634.0
8302,0.3641452792932427,5888.875742998284,0.0,1.0,0.0,3.0,0.0,1.0,711.0
8304,0.2503456111077837,5791.115662275736,1.0,1.0,0.0,1.0,2.0,1.0,859.0
8341,0.585894232674655,6510.934277766382,0.0,0.0,0.0,5.0,0.0,0.0,95.0
8349,0.1379822270731772,5167.978974999106,0.0,2.0,0.0,2.0,1.0,0.0,980.0
8365,0.1915541093151123,12487.38477532699,1.0,1.0,0.0,5.0,1.0,1.0,779.0
8366,0.0485372425489173,4137.331293744489,1.0,2.0,0.0,2.0,1.0,1.0,234.0
8374,0.0534722869172594,12623.761339596422,0.0,2.0,1.0,5.0,0.0,1.0,803.0
8377,0.3297827148331009,9614.05677211015,0.0,0.0,0.0,4.0,1.0,1.0,801.0
8384,0.3044900782650481,7363.148769828241,1.0,2.0,1.0,3.0,0.0,2.0,367.0
8396,0.2980894637333757,4679.240440430635,1.0,2.0,0.0,5.0,2.0,1.0,635.0
8400,0.1745580963576414,9250.927099181596,0.0,2.0,0.0,0.0,0.0,1.0,790.0
8409,0.1086349785207112,11447.40675703858,1.0,1.0,0.0,4.0,0.0,2.0,551.0
8415,0.4725009121910473,11298.870731710233,0.0,0.0,0.0,5.0,0.0,0.0,707.0
8426,0.3946896744920075,10935.036613186669,0.0,1.0,0.0,4.0,1.0,1.0,345.0
8432,0.4105875746508742,12377.946714610223,0.0,0.0,0.0,4.0,2.0,2.0,109.0
8434,0.3711467053805952,10824.128834157376,1.0,2.0,0.0,1.0,0.0,0.0,912.0
8438,0.1968943867148217,10525.294302161888,0.0,2.0,0.0,0.0,2.0,2.0,116.0
8449,0.3579013735276797,7005.42123482501,0.0,0.0,0.0,2.0,0.0,0.0,867.0
8450,0.3665392490589246,8424.816373021808,1.0,2.0,0.0,4.0,2.0,1.0,396.0
8456,0.025528617079911,5978.89106989435,0.0,2.0,0.0,5.0,1.0,0.0,467.0
8463,0.0370767140777831,12538.026289913952,0.0,2.0,0.0,0.0,0.0,0.0,820.0
8473,0.3706681961686349,12944.498214999016,0.0,0.0,0.0,5.0,1.0,1.0,32.0
8476,0.0420691772706766,11942.18850838249,0.0,1.0,0.0,2.0,0.0,2.0,140.0
8478,0.3066695563439549,9179.266671083984,0.0,1.0,0.0,3.0,0.0,2.0,252.0
8479,0.1336246044199707,11642.893369240195,0.0,1.0,0.0,3.0,0.0,0.0,695.0
8482,0.3086408817523854,7523.856264177022,0.0,2.0,0.0,4.0,0.0,1.0,268.0
8488,0.0633835419509496,7250.917175855175,1.0,1.0,0.0,5.0,0.0,2.0,976.0
8509,0.3701434856196437,9752.44415380757,1.0,1.0,0.0,2.0,0.0,1.0,680.0
8524,0.3740190744089464,6442.621595716044,1.0,1.0,0.0,0.0,2.0,1.0,476.0
8533,0.1332070505098862,5264.139607364799,0.0,2.0,0.0,2.0,0.0,1.0,820.0
8535,0.1658919673985136,12276.01591938121,0.0,2.0,0.0,1.0,1.0,0.0,159.0
8542,0.1999052282249968,9067.607794565,0.0,1.0,0.0,2.0,0.0,0.0,418.0
8543,0.1166349355955414,6301.64441227695,0.0,2.0,0.0,0.0,2.0,1.0,37.0
8552,0.4665401302992522,9630.161085622538,1.0,2.0,0.0,0.0,2.0,2.0,983.0
8555,0.0221044619634162,12076.435272405904,1.0,2.0,0.0,2.0,0.0,2.0,544.0
8564,0.5725542221619112,5898.723182941116,1.0,2.0,0.0,4.0,1.0,0.0,354.0
8568,0.2320234886819124,10817.618120234196,1.0,2.0,0.0,2.0,2.0,1.0,590.0
8572,0.3768236954487761,4453.154166489012,0.0,1.0,0.0,1.0,0.0,1.0,314.0
8574,0.4047522717521705,6571.987274110398,0.0,1.0,0.0,2.0,2.0,0.0,673.0
8578,0.1553003223591129,10114.100280881405,0.0,1.0,0.0,3.0,2.0,1.0,835.0
8587,0.2120752277401324,7835.475960365732,1.0,0.0,0.0,1.0,0.0,0.0,937.0
8592,0.0547239235125956,4578.608604924855,0.0,1.0,0.0,3.0,0.0,1.0,201.0
8612,0.0052363113434309,5252.032951513367,0.0,2.0,0.0,5.0,1.0,1.0,886.0
8614,0.0398356224863805,10798.48708581926,0.0,1.0,0.0,2.0,1.0,2.0,698.0
8622,0.5126876305026513,13319.120206609963,0.0,0.0,0.0,3.0,2.0,0.0,904.0
8624,0.0203199314833998,7273.145626593755,1.0,0.0,1.0,4.0,0.0,1.0,292.0
8641,0.3028413526033798,9420.765831283175,1.0,1.0,0.0,3.0,0.0,0.0,830.0
8642,0.2243744167619804,4853.112411387039,0.0,2.0,0.0,1.0,1.0,0.0,77.0
8647,0.3046247962096688,6619.533924297195,1.0,2.0,0.0,3.0,0.0,1.0,791.0
8663,0.1789946231653986,11444.33405011311,0.0,1.0,1.0,0.0,1.0,2.0,377.0
8674,0.3062092807820851,9684.955380389256,0.0,1.0,0.0,2.0,1.0,1.0,97.0
8675,0.2064024974553409,13460.576472666608,0.0,1.0,1.0,0.0,1.0,1.0,506.0
8682,0.2696601708057337,8587.691110340842,1.0,1.0,0.0,1.0,2.0,2.0,367.0
8684,0.2684934736582247,6669.3929448391855,0.0,2.0,0.0,4.0,1.0,0.0,569.0
8696,0.4589947651976125,5888.013911675498,1.0,2.0,0.0,5.0,2.0,1.0,908.0
8700,0.162676506652336,12170.915219455985,0.0,1.0,0.0,0.0,2.0,0.0,538.0
8703,0.2160894163646332,4583.049016799258,0.0,0.0,0.0,0.0,0.0,1.0,738.0
8707,0.3832579905317923,13269.630084678418,0.0,2.0,0.0,2.0,0.0,1.0,269.0
8717,0.3362254348401726,9080.306418382264,0.0,0.0,0.0,4.0,2.0,2.0,2.0
8720,0.5701405191524866,12983.028048455912,0.0,1.0,0.0,3.0,1.0,2.0,2.0
8722,0.5585666255861612,6580.639300010613,1.0,2.0,0.0,0.0,1.0,1.0,623.0
8737,0.0366120572372998,10683.450567544432,1.0,1.0,1.0,0.0,2.0,1.0,475.0
8738,0.0761698433846533,6558.15797826948,0.0,2.0,0.0,4.0,0.0,1.0,764.0
8742,0.0198048199499447,6568.032807158161,0.0,2.0,0.0,0.0,0.0,1.0,763.0
8759,0.0647456314179406,12120.435950624487,0.0,2.0,0.0,4.0,0.0,1.0,879.0
8761,0.1509397977797978,12736.064250776635,1.0,1.0,0.0,4.0,2.0,2.0,293.0
8762,0.151351323931819,11110.2227099895,1.0,2.0,0.0,2.0,0.0,2.0,253.0
8772,0.5654434229204119,10573.926968839503,1.0,0.0,0.0,4.0,0.0,0.0,987.0
8776,0.1461363555312956,12764.285386848547,1.0,0.0,0.0,3.0,2.0,1.0,559.0
8788,0.2408064949678147,8136.174586314556,1.0,2.0,0.0,4.0,0.0,0.0,661.0
8794,0.0355239169911159,9079.65411123753,0.0,2.0,1.0,2.0,1.0,2.0,235.0
8800,0.1919207320690931,8273.71438998235,0.0,1.0,0.0,0.0,2.0,0.0,923.0
8815,0.0976272436137137,5842.438729600478,0.0,2.0,0.0,4.0,1.0,2.0,672.0
8816,0.1012310999801153,8617.678817476806,1.0,2.0,0.0,4.0,2.0,1.0,442.0
8821,0.2586809027649086,6000.816412401086,1.0,2.0,0.0,1.0,1.0,0.0,697.0
8832,0.1238479122845187,8208.392547314483,0.0,1.0,0.0,1.0,1.0,0.0,979.0
8834,0.045641776310453,12878.478687133496,0.0,0.0,0.0,0.0,1.0,2.0,884.0
8842,0.146378250783868,4363.544339870816,1.0,1.0,0.0,4.0,0.0,0.0,572.0
8858,0.3155788031514746,6607.732808756275,1.0,1.0,0.0,5.0,0.0,0.0,62.0
8868,0.4384311397979625,5742.027114359614,1.0,2.0,0.0,3.0,0.0,1.0,9.0
8869,0.156907760039568,7848.187221438406,0.0,0.0,1.0,5.0,0.0,2.0,935.0
8874,0.511077368117404,5393.423090092047,1.0,2.0,0.0,3.0,0.0,2.0,71.0
8875,0.1876608050253646,12924.115489424325,0.0,1.0,0.0,1.0,1.0,1.0,890.0
8883,0.2924222940553201,5056.719973339038,0.0,2.0,0.0,0.0,2.0,1.0,429.0
8893,0.3712152611292628,13280.058515156004,0.0,2.0,0.0,1.0,1.0,0.0,94.0
8895,0.4812573174713718,9990.915145738178,0.0,1.0,0.0,4.0,2.0,1.0,865.0
8907,0.3589001523289996,11361.896477614828,0.0,0.0,0.0,1.0,2.0,0.0,370.0
8911,0.1019409341364351,8729.479829435706,0.0,2.0,0.0,1.0,0.0,2.0,551.0
8920,0.1273276007422802,7244.406019860289,1.0,0.0,0.0,4.0,0.0,0.0,566.0
8947,0.3137173601307952,5203.45806778614,0.0,1.0,0.0,5.0,2.0,1.0,904.0
8954,0.3194716283962114,6620.306734076703,0.0,2.0,0.0,1.0,2.0,1.0,239.0
8964,0.0596111163324607,9848.825344804243,1.0,2.0,0.0,2.0,2.0,2.0,251.0
8965,0.1655231479174068,6157.360825248439,1.0,1.0,0.0,2.0,0.0,0.0,734.0
8967,0.5006509759251648,9883.198599671852,1.0,2.0,0.0,2.0,1.0,0.0,496.0
8981,0.2935054399825793,8114.36088249828,1.0,0.0,0.0,5.0,0.0,1.0,526.0
8987,0.2375737608056879,6703.365761781117,1.0,2.0,0.0,5.0,2.0,0.0,176.0
8990,0.053554783195321,9908.556694555777,0.0,0.0,0.0,0.0,1.0,2.0,647.0
9004,0.0145180470084745,13012.913197498488,1.0,1.0,0.0,0.0,0.0,0.0,806.0
9009,0.0089776376600849,9315.732777690768,0.0,1.0,0.0,3.0,0.0,2.0,623.0
9012,0.1720143147572369,6230.921998501015,0.0,2.0,0.0,4.0,0.0,1.0,520.0
9021,0.1888637791708411,9964.366491848335,1.0,1.0,0.0,4.0,0.0,2.0,505.0
9029,0.1574910883053342,7666.619380599311,0.0,0.0,0.0,0.0,2.0,0.0,967.0
9030,0.2768123737950969,13329.6652830833,1.0,0.0,0.0,3.0,0.0,2.0,663.0
9034,0.3442410874168417,9840.20580273864,1.0,0.0,0.0,0.0,1.0,0.0,876.0
9048,0.439468737208975,5984.393275084933,0.0,1.0,0.0,5.0,0.0,2.0,849.0
9055,0.0491257278668562,12930.098545413195,1.0,0.0,1.0,0.0,1.0,2.0,270.0
9056,0.1928602763398895,8242.164207035592,0.0,1.0,1.0,1.0,2.0,1.0,498.0
9057,0.3162042825404176,8917.37797964035,0.0,1.0,0.0,0.0,2.0,1.0,681.0
9058,0.3268452600004715,10561.735679888236,1.0,1.0,0.0,0.0,2.0,2.0,901.0
9059,0.1148761949041537,11078.834047237357,1.0,1.0,0.0,4.0,2.0,1.0,274.0
9062,0.4277844562652915,4438.880098919172,1.0,0.0,0.0,2.0,1.0,0.0,990.0
9065,0.0412381604797275,12563.572786097804,1.0,0.0,0.0,3.0,1.0,2.0,106.0
9070,0.4306019860478881,6124.587834562417,1.0,1.0,0.0,3.0,0.0,1.0,131.0
9073,0.5069064690422339,5299.058747232394,0.0,2.0,0.0,4.0,0.0,0.0,276.0
9080,0.0467777975461357,5755.723433174553,1.0,0.0,0.0,5.0,2.0,1.0,726.0
9084,0.5432327279724241,10726.022380757517,0.0,0.0,0.0,3.0,2.0,0.0,583.0
9091,0.2042563980647354,8721.340607410268,1.0,2.0,0.0,1.0,0.0,0.0,912.0
9093,0.5297001517769359,7788.012476509537,1.0,2.0,0.0,4.0,0.0,1.0,420.0
9104,0.1020791306548861,5991.731736853592,0.0,2.0,0.0,0.0,0.0,0.0,231.0
9107,0.4856982820178258,12816.108578790618,0.0,2.0,0.0,3.0,2.0,0.0,954.0
9119,0.1788593152302544,6945.639692093412,0.0,1.0,0.0,0.0,1.0,1.0,442.0
9121,0.0663850311804245,5212.765389928232,1.0,2.0,0.0,1.0,0.0,1.0,409.0
9127,0.2998529079056578,12650.11605440306,0.0,1.0,0.0,4.0,0.0,1.0,590.0
9132,0.1715402899869837,9912.786177532147,1.0,0.0,0.0,5.0,0.0,1.0,351.0
9140,0.0548394119210956,6488.608906917527,0.0,1.0,0.0,3.0,0.0,0.0,48.0
9156,0.0625424098009281,9896.16910320349,0.0,2.0,0.0,2.0,1.0,0.0,123.0
9157,0.1006029420299518,10773.02223028327,0.0,0.0,0.0,0.0,0.0,1.0,726.0
9164,0.3993406192529338,9727.355361530244,0.0,0.0,0.0,4.0,1.0,1.0,266.0
9168,0.3308757378683773,4159.817590947595,1.0,1.0,0.0,4.0,1.0,2.0,470.0
9173,0.1678345027892318,10090.940868748254,0.0,2.0,1.0,1.0,1.0,1.0,719.0
9189,0.3852836812967257,11994.372142375723,1.0,1.0,0.0,4.0,1.0,0.0,694.0
9191,0.2908889108453867,11372.298635088264,1.0,0.0,0.0,0.0,0.0,2.0,326.0
9193,0.1087812620603374,12135.525039305428,0.0,1.0,1.0,3.0,0.0,0.0,366.0
9197,0.2391612635278459,5720.472898426056,0.0,1.0,0.0,1.0,0.0,2.0,312.0
9204,0.0485937746330745,13157.62879573856,0.0,2.0,0.0,0.0,1.0,0.0,138.0
9233,0.0233672437296596,4089.78942926283,1.0,2.0,0.0,3.0,2.0,2.0,626.0
9237,0.2893910168091104,13435.564622832451,0.0,1.0,1.0,5.0,1.0,2.0,927.0
9252,0.4490736908411896,4365.550954783451,1.0,0.0,0.0,4.0,2.0,0.0,312.0
9270,0.3235297785309226,4368.551914268765,1.0,2.0,0.0,2.0,2.0,0.0,532.0
9291,0.0545840745488519,6721.4289071696685,0.0,2.0,0.0,1.0,2.0,0.0,377.0
9299,0.0567845906745817,5626.457868546553,1.0,0.0,1.0,0.0,2.0,2.0,575.0
9303,0.5151238843880833,11521.0338918649,0.0,0.0,0.0,4.0,0.0,2.0,165.0
9311,0.0261997397736683,11963.825573831124,1.0,1.0,0.0,5.0,0.0,2.0,583.0
9318,0.0730851901851408,7249.934395121385,0.0,0.0,0.0,2.0,0.0,0.0,917.0
9325,0.5502069388421973,7872.734425499993,0.0,0.0,0.0,4.0,1.0,0.0,258.0
9350,0.0136610148936408,7101.567785957301,1.0,2.0,0.0,3.0,0.0,1.0,893.0
9351,0.3904042885445463,6700.11294025099,1.0,1.0,0.0,2.0,1.0,1.0,188.0
9367,0.1511623911449968,12399.121461672565,0.0,0.0,0.0,5.0,0.0,1.0,731.0
9371,0.0373420312237981,10113.482516552838,1.0,2.0,1.0,0.0,0.0,1.0,731.0
9372,0.0409611234037036,4789.849943969869,0.0,1.0,0.0,0.0,2.0,0.0,383.0
9390,0.3302886101171873,9911.7750994385,0.0,0.0,0.0,1.0,0.0,1.0,274.0
9400,0.0161187908799278,12272.157279757912,1.0,0.0,0.0,1.0,0.0,1.0,165.0
9407,0.4787298714752995,6612.146625949514,1.0,1.0,0.0,1.0,0.0,2.0,797.0
9413,0.181827583802126,11456.711172352849,1.0,0.0,0.0,2.0,0.0,2.0,9.0
9417,0.1591454762410192,7486.599126947543,1.0,1.0,0.0,4.0,1.0,2.0,11.0
9423,0.2643564074144465,8880.36345655322,1.0,2.0,0.0,1.0,2.0,1.0,314.0
9426,0.193565376128981,8567.985674138912,0.0,1.0,0.0,2.0,1.0,0.0,828.0
9430,0.0089066496167516,12126.264059876105,0.0,0.0,1.0,1.0,1.0,1.0,416.0
9431,0.0585314858263864,7678.2336920081,0.0,1.0,0.0,4.0,0.0,0.0,770.0
9432,0.5298191876542301,5027.321802939752,1.0,1.0,0.0,4.0,1.0,1.0,730.0
9434,0.0957268174310992,10888.129966237522,1.0,1.0,0.0,2.0,2.0,2.0,158.0
9442,0.1243335339159202,7596.605986921582,0.0,1.0,0.0,5.0,0.0,1.0,730.0
9444,0.5596082705163629,12789.849187167389,1.0,1.0,0.0,4.0,0.0,2.0,984.0
9450,0.3827936488709709,10339.614058883317,0.0,0.0,0.0,5.0,1.0,2.0,257.0
9460,0.3010060218139496,9108.895414199074,0.0,1.0,0.0,0.0,0.0,1.0,801.0
9472,0.3511692095660914,7507.934641541234,0.0,1.0,0.0,3.0,1.0,2.0,428.0
9481,0.1695252357574189,11056.82079922246,1.0,2.0,0.0,0.0,1.0,2.0,680.0
9483,0.4713161013519619,11781.15733859062,1.0,0.0,0.0,2.0,1.0,2.0,647.0
9484,0.5287687805620749,9646.835040715105,1.0,2.0,0.0,1.0,0.0,2.0,637.0
9490,0.220795049288458,7829.568655080608,0.0,2.0,0.0,1.0,1.0,1.0,327.0
9493,0.5074936164707569,7749.568033094876,1.0,0.0,0.0,2.0,2.0,1.0,972.0
9499,0.5662810452721349,10938.299273573692,1.0,1.0,0.0,4.0,0.0,1.0,874.0
9502,0.2706456778844648,6251.882346451721,1.0,1.0,0.0,3.0,2.0,0.0,25.0
9513,0.4260670258093622,5038.61057448804,1.0,0.0,0.0,3.0,1.0,2.0,180.0
9526,0.5007022030027803,9002.66388542223,0.0,0.0,0.0,3.0,1.0,1.0,239.0
9531,0.0988231377831861,13431.326801264571,1.0,0.0,0.0,0.0,1.0,0.0,239.0
9533,0.1282709773284663,4975.113958880031,1.0,1.0,0.0,4.0,0.0,1.0,71.0
9538,0.1665672882469329,10257.698995495994,1.0,2.0,1.0,4.0,1.0,1.0,681.0
9547,0.1272813072580551,7255.155506901332,1.0,2.0,0.0,3.0,2.0,1.0,294.0
9560,0.0943821114133545,8812.901324307648,1.0,0.0,0.0,4.0,1.0,0.0,562.0
9561,0.523254848647768,10329.138830076923,0.0,1.0,0.0,1.0,0.0,1.0,768.0
9570,0.4044236247377628,12044.473989619744,1.0,0.0,0.0,5.0,2.0,0.0,380.0
9572,0.4406145689358314,5557.988518982655,0.0,1.0,0.0,5.0,0.0,2.0,596.0
9586,0.0744971890748555,10687.44638253378,1.0,2.0,0.0,1.0,0.0,2.0,541.0
9594,0.3468619901324394,4197.67517194639,1.0,2.0,0.0,3.0,2.0,1.0,722.0
9600,0.099633281720898,6819.8754801712585,0.0,1.0,0.0,5.0,0.0,2.0,589.0
9613,0.1719048448530937,6327.727315594715,1.0,1.0,1.0,3.0,0.0,2.0,369.0
9616,0.0371443418621242,4974.459074031928,1.0,0.0,0.0,0.0,1.0,2.0,984.0
9621,0.3285646564064682,9829.889164256652,0.0,1.0,0.0,2.0,0.0,0.0,876.0
9622,0.0821923148311548,11577.775491189226,0.0,1.0,0.0,4.0,1.0,0.0,540.0
9628,0.0531177023075596,10513.804421618726,1.0,0.0,0.0,3.0,2.0,2.0,976.0
9647,0.0236271719345093,5672.212945004142,1.0,1.0,0.0,4.0,2.0,1.0,661.0
9657,0.4809188264270794,9182.39769357551,0.0,0.0,0.0,0.0,1.0,2.0,12.0
9660,0.0389310806435643,11035.11691072693,0.0,1.0,0.0,5.0,0.0,1.0,899.0
9664,0.1124281292588609,10432.189089197977,1.0,2.0,0.0,4.0,2.0,1.0,393.0
9668,0.4817970267470648,5585.590857444207,0.0,0.0,0.0,5.0,0.0,0.0,697.0
9670,0.1341698195338879,13084.632617713312,1.0,1.0,1.0,3.0,0.0,1.0,987.0
9693,0.3482655746103598,8390.178615977182,0.0,2.0,0.0,1.0,2.0,0.0,569.0
9697,0.3019500740761033,8775.551755640041,0.0,2.0,0.0,1.0,1.0,2.0,369.0
9704,0.1565821587134627,7134.454303190407,1.0,0.0,0.0,2.0,2.0,2.0,627.0
9707,0.0769878316040417,6901.8265082538255,0.0,2.0,0.0,3.0,0.0,2.0,934.0
9713,0.3540372762196208,11484.301594636949,1.0,1.0,0.0,0.0,0.0,1.0,487.0
9714,0.03783327122842,10773.68704956247,1.0,0.0,0.0,2.0,1.0,0.0,548.0
9720,0.0900804174149586,9739.957724674892,0.0,2.0,0.0,0.0,2.0,0.0,171.0
9722,0.1081991721411089,4600.090942666609,1.0,0.0,1.0,5.0,2.0,1.0,509.0
9734,0.5501545180025442,6473.213126877398,0.0,0.0,0.0,1.0,1.0,0.0,247.0
9739,0.2462605565413179,7675.581811564833,1.0,0.0,0.0,4.0,2.0,2.0,976.0
9745,0.1645551922540338,6677.792741160093,0.0,1.0,0.0,4.0,2.0,1.0,780.0
9754,0.1773605848237875,5011.989473352654,1.0,1.0,0.0,4.0,1.0,0.0,1.0
9763,0.3647471482148217,8602.38408279367,0.0,1.0,0.0,0.0,0.0,0.0,688.0
9783,0.0852528884248032,7905.167849576785,0.0,2.0,1.0,5.0,2.0,1.0,835.0
9800,0.0918525208774685,5134.755995648094,1.0,1.0,0.0,5.0,2.0,0.0,402.0
9801,0.4137755551117442,11330.877877782594,1.0,2.0,1.0,2.0,2.0,2.0,305.0
9824,0.1125414904780289,11606.728136676142,0.0,2.0,1.0,2.0,2.0,2.0,541.0
9825,0.0368951614125895,8950.548702396456,1.0,1.0,0.0,2.0,1.0,2.0,341.0
9834,0.0434491024483795,5718.022582629109,1.0,1.0,0.0,3.0,1.0,1.0,415.0
9838,0.4587293687823634,8332.606412321127,1.0,0.0,0.0,2.0,1.0,0.0,391.0
9841,0.119603285730863,11221.2600716586,0.0,1.0,0.0,2.0,1.0,1.0,706.0
9846,0.5672270946969611,5008.505258576632,1.0,1.0,0.0,4.0,2.0,0.0,637.0
9848,0.1077907628786091,12334.934776295346,0.0,2.0,0.0,3.0,0.0,0.0,936.0
9859,0.4576063229390134,6898.310050976694,1.0,2.0,0.0,4.0,2.0,0.0,126.0
9862,0.1398583246076625,9622.96763348862,1.0,1.0,0.0,5.0,1.0,2.0,334.0
9866,0.2655535368295725,9940.67731634535,1.0,2.0,0.0,3.0,1.0,0.0,625.0
9867,0.1658263024012625,9767.35091540213,1.0,1.0,0.0,3.0,2.0,1.0,103.0
9868,0.0970502052355503,4709.264392522469,0.0,2.0,0.0,3.0,0.0,0.0,744.0
9873,0.409130690694546,9164.271810259075,1.0,2.0,0.0,4.0,2.0,0.0,402.0
9884,0.152712492971592,9795.87106999359,0.0,2.0,0.0,3.0,0.0,2.0,72.0
9887,0.2793146112533942,10417.975744375304,0.0,1.0,0.0,0.0,1.0,0.0,24.0
9905,0.0486462812158957,10819.777680166815,0.0,0.0,0.0,5.0,0.0,2.0,132.0
9908,0.0646855687714582,10894.027382481576,0.0,2.0,0.0,4.0,0.0,2.0,8.0
9910,0.0950996962159581,9769.63243457175,0.0,1.0,0.0,3.0,0.0,1.0,257.0
9914,0.0077280884346455,11385.08960597675,0.0,2.0,0.0,2.0,0.0,0.0,710.0
9925,0.1175961049198967,9691.33546834021,0.0,0.0,0.0,4.0,1.0,0.0,934.0
9942,0.1039786218825665,9150.370893964164,0.0,0.0,0.0,1.0,1.0,0.0,305.0
9955,0.1990738709262909,6013.843687169925,0.0,1.0,0.0,2.0,2.0,2.0,545.0
9977,0.54668389891936,5743.187909706014,1.0,1.0,0.0,1.0,0.0,2.0,719.0
9978,0.0759657423477263,8705.5355886652,0.0,1.0,0.0,2.0,0.0,2.0,369.0
9984,0.2214539255240789,11410.404506865998,1.0,0.0,0.0,0.0,1.0,0.0,251.0
9987,0.3209678462246896,11864.002477346374,1.0,1.0,0.0,0.0,0.0,2.0,29.0
9989,0.5442822963499917,10570.018823989962,1.0,0.0,0.0,4.0,2.0,1.0,428.0
9993,0.0236480930783896,10944.370099482909,1.0,2.0,1.0,2.0,2.0,2.0,937.0
10004,0.2528241691190759,4863.221797768699,1.0,1.0,0.0,2.0,0.0,2.0,116.0
10014,0.4258643354151408,8857.383532493577,0.0,1.0,1.0,5.0,2.0,2.0,118.0
10028,0.279482995005521,6313.780921843279,1.0,1.0,0.0,4.0,1.0,0.0,848.0
10029,0.1600052024375279,7315.567582078208,0.0,1.0,0.0,2.0,0.0,2.0,668.0
10035,0.019323696557733,8930.027539136441,1.0,2.0,0.0,4.0,2.0,0.0,283.0
10037,0.0857288808954245,7269.632649824431,1.0,1.0,0.0,0.0,2.0,1.0,950.0
10042,0.2206415779351665,11705.038262535589,1.0,2.0,0.0,3.0,2.0,1.0,75.0
10066,0.2890524808001912,7056.973168470966,0.0,2.0,0.0,3.0,0.0,1.0,107.0
10085,0.1147404307204607,5805.103985394309,0.0,0.0,0.0,0.0,1.0,2.0,18.0
10087,0.0353947565782786,9872.630928062878,1.0,0.0,0.0,4.0,1.0,1.0,996.0
10102,0.014566735454884,6290.778106490683,0.0,0.0,0.0,1.0,1.0,0.0,54.0
10108,0.3537478049224435,7948.038056115574,1.0,1.0,0.0,3.0,1.0,1.0,203.0
